Date,Small size,Large,type,year,region
26/4/2015,6339.49,3106.49,organic,2015,BaltimoreWashington
19/4/2015,8223.03,3998.93,organic,2015,BaltimoreWashington
12/4/2015,7671.04,3634.16,organic,2015,BaltimoreWashington
5/4/2015,8144.98,3199.51,organic,2015,BaltimoreWashington
29/3/2015,7578.28,3597.75,organic,2015,BaltimoreWashington
22/3/2015,10883.75,4512.52,organic,2015,BaltimoreWashington
15/3/2015,6527.12,3390.64,organic,2015,BaltimoreWashington
8/3/2015,6590.46,3908.46,organic,2015,BaltimoreWashington
1/3/2015,7386.79,4112.33,organic,2015,BaltimoreWashington
22/2/2015,12844.54,5815.13,organic,2015,BaltimoreWashington
15/2/2015,5709.5,3782.28,organic,2015,BaltimoreWashington
8/2/2015,6050.1,4361.21,organic,2015,BaltimoreWashington
1/2/2015,14635.12,8013.19,organic,2015,BaltimoreWashington
25/1/2015,8097.26,5023.48,organic,2015,BaltimoreWashington
18/1/2015,8148.89,4725.43,organic,2015,BaltimoreWashington
11/1/2015,12258.26,7094.53,organic,2015,BaltimoreWashington
4/1/2015,8040.64,6557.47,organic,2015,BaltimoreWashington
27/12/2015,15.53,508.49,organic,2015,Boise
20/12/2015,10.29,409.07,organic,2015,Boise
13/12/2015,26.21,738.96,organic,2015,Boise
6/12/2015,11.75,533.55,organic,2015,Boise
29/11/2015,2.59,418.01,organic,2015,Boise
22/11/2015,7.77,724.33,organic,2015,Boise
15/11/2015,17.27,538.4,organic,2015,Boise
8/11/2015,12.99,732.62,organic,2015,Boise
1/11/2015,2.6,1411.88,organic,2015,Boise
25/10/2015,14.34,690.76,organic,2015,Boise
18/10/2015,10.44,836.3,organic,2015,Boise
11/10/2015,9.12,1160.59,organic,2015,Boise
4/10/2015,11.69,1456.26,organic,2015,Boise
27/9/2015,17.54,822.27,organic,2015,Boise
20/9/2015,19.33,723.01,organic,2015,Boise
13/9/2015,10.31,856.71,organic,2015,Boise
6/9/2015,9.22,813.54,organic,2015,Boise
30/8/2015,8.98,2789.26,organic,2015,Boise
23/8/2015,7.69,794.15,organic,2015,Boise
16/8/2015,5.12,1894.81,organic,2015,Boise
9/8/2015,21.74,1098.33,organic,2015,Boise
2/8/2015,12.8,972.43,organic,2015,Boise
26/7/2015,26.92,1201.02,organic,2015,Boise
19/7/2015,37.26,2527.06,organic,2015,Boise
12/7/2015,7.73,1091.29,organic,2015,Boise
5/7/2015,11.65,1359.32,organic,2015,Boise
28/6/2015,15.62,2464.53,organic,2015,Boise
21/6/2015,6.54,1657.53,organic,2015,Boise
14/6/2015,19.66,1161.32,organic,2015,Boise
7/6/2015,2.63,1262.37,organic,2015,Boise
31/5/2015,19.2,2374.26,organic,2015,Boise
24/5/2015,45.07,1108.3,organic,2015,Boise
17/5/2015,22.86,1010.43,organic,2015,Boise
10/5/2015,25.6,959.24,organic,2015,Boise
3/5/2015,22.12,737.88,organic,2015,Boise
26/4/2015,9.05,1579.24,organic,2015,Boise
19/4/2015,5.14,1138.32,organic,2015,Boise
12/4/2015,5.11,3290.24,organic,2015,Boise
5/4/2015,6.35,1216.07,organic,2015,Boise
29/3/2015,8.82,3776.05,organic,2015,Boise
22/3/2015,1.25,3429.16,organic,2015,Boise
15/3/2015,0,1209.68,organic,2015,Boise
8/3/2015,9.95,3799.34,organic,2015,Boise
1/3/2015,2.48,945.45,organic,2015,Boise
22/2/2015,1.24,813.03,organic,2015,Boise
15/2/2015,11.21,891.63,organic,2015,Boise
8/2/2015,13.74,2832.21,organic,2015,Boise
1/2/2015,0,999.31,organic,2015,Boise
25/1/2015,1.26,858.4,organic,2015,Boise
18/1/2015,8.83,2513.36,organic,2015,Boise
11/1/2015,0,1923.4,organic,2015,Boise
4/1/2015,1.27,1129.5,organic,2015,Boise
27/12/2015,9.65,775.99,organic,2015,Boston
20/12/2015,26.64,511.07,organic,2015,Boston
13/12/2015,18.24,434.18,organic,2015,Boston
6/12/2015,37.55,466.83,organic,2015,Boston
29/11/2015,11.37,388.1,organic,2015,Boston
22/11/2015,71.07,394.69,organic,2015,Boston
15/11/2015,6.99,534.36,organic,2015,Boston
8/11/2015,13.29,486.67,organic,2015,Boston
1/11/2015,14.71,574.96,organic,2015,Boston
25/10/2015,11.38,407.12,organic,2015,Boston
18/10/2015,19.93,488.69,organic,2015,Boston
11/10/2015,12.33,386.4,organic,2015,Boston
4/10/2015,14.4,647.58,organic,2015,Boston
27/9/2015,15.19,758.31,organic,2015,Boston
20/9/2015,16.17,1123.97,organic,2015,Boston
13/9/2015,13.63,1299.4,organic,2015,Boston
6/9/2015,57.99,1242.5,organic,2015,Boston
30/8/2015,20.81,1081.19,organic,2015,Boston
23/8/2015,41.2,1201.46,organic,2015,Boston
16/8/2015,297.3,1041.09,organic,2015,Boston
9/8/2015,185.35,1066.42,organic,2015,Boston
2/8/2015,116.22,1353.43,organic,2015,Boston
26/7/2015,99.25,1956.83,organic,2015,Boston
19/7/2015,18.63,2152.1,organic,2015,Boston
12/7/2015,19.61,1646.24,organic,2015,Boston
5/7/2015,2,1530.03,organic,2015,Boston
28/6/2015,13.15,1625.69,organic,2015,Boston
21/6/2015,82.6,1124.34,organic,2015,Boston
14/6/2015,71.77,1018.87,organic,2015,Boston
7/6/2015,67.78,1199.74,organic,2015,Boston
31/5/2015,45.51,1123.51,organic,2015,Boston
24/5/2015,28.09,1052.29,organic,2015,Boston
17/5/2015,54.38,1651.19,organic,2015,Boston
10/5/2015,76.25,1275.48,organic,2015,Boston
3/5/2015,20.35,1934.87,organic,2015,Boston
26/4/2015,4.29,956.52,organic,2015,Boston
19/4/2015,13.06,912.2,organic,2015,Boston
12/4/2015,44.38,915.97,organic,2015,Boston
5/4/2015,75.42,932.58,organic,2015,Boston
29/3/2015,22.27,745.34,organic,2015,Boston
22/3/2015,6.36,1119.46,organic,2015,Boston
15/3/2015,19.04,904.23,organic,2015,Boston
8/3/2015,29.07,945.32,organic,2015,Boston
1/3/2015,8.47,932.5,organic,2015,Boston
22/2/2015,75.83,1062.64,organic,2015,Boston
15/2/2015,18.98,678.93,organic,2015,Boston
8/2/2015,15.18,948.71,organic,2015,Boston
1/2/2015,12.18,1308.94,organic,2015,Boston
25/1/2015,3.14,760.39,organic,2015,Boston
18/1/2015,4.22,834.34,organic,2015,Boston
11/1/2015,12.82,956.07,organic,2015,Boston
4/1/2015,8.66,939.43,organic,2015,Boston
27/12/2015,0,166.37,organic,2015,BuffaloRochester
20/12/2015,2.37,151.73,organic,2015,BuffaloRochester
13/12/2015,0,130.62,organic,2015,BuffaloRochester
6/12/2015,17.41,102.56,organic,2015,BuffaloRochester
29/11/2015,16.57,129.95,organic,2015,BuffaloRochester
22/11/2015,13.08,119.86,organic,2015,BuffaloRochester
15/11/2015,2.38,117.99,organic,2015,BuffaloRochester
8/11/2015,2.38,141.17,organic,2015,BuffaloRochester
1/11/2015,14.25,92.6,organic,2015,BuffaloRochester
25/10/2015,20.19,123.59,organic,2015,BuffaloRochester
18/10/2015,14.26,159.32,organic,2015,BuffaloRochester
11/10/2015,16.64,47.43,organic,2015,BuffaloRochester
4/10/2015,29.73,177.18,organic,2015,BuffaloRochester
27/9/2015,10.71,71.37,organic,2015,BuffaloRochester
20/9/2015,33.31,127.31,organic,2015,BuffaloRochester
13/9/2015,19.04,139.85,organic,2015,BuffaloRochester
6/9/2015,14.28,92.4,organic,2015,BuffaloRochester
30/8/2015,21.42,124.01,organic,2015,BuffaloRochester
23/8/2015,19.03,181.17,organic,2015,BuffaloRochester
16/8/2015,46.05,154.22,organic,2015,BuffaloRochester
9/8/2015,30.97,188.59,organic,2015,BuffaloRochester
2/8/2015,78.56,154.19,organic,2015,BuffaloRochester
26/7/2015,80,154.75,organic,2015,BuffaloRochester
19/7/2015,56.05,123.39,organic,2015,BuffaloRochester
12/7/2015,90.49,103.52,organic,2015,BuffaloRochester
5/7/2015,70.11,149.73,organic,2015,BuffaloRochester
28/6/2015,49.83,125.23,organic,2015,BuffaloRochester
21/6/2015,56.78,126.69,organic,2015,BuffaloRochester
14/6/2015,71.91,137.92,organic,2015,BuffaloRochester
7/6/2015,45.84,167.38,organic,2015,BuffaloRochester
31/5/2015,42.61,173.27,organic,2015,BuffaloRochester
24/5/2015,33.04,169.92,organic,2015,BuffaloRochester
17/5/2015,30.55,196.22,organic,2015,BuffaloRochester
10/5/2015,32.79,183.76,organic,2015,BuffaloRochester
3/5/2015,63.02,168.13,organic,2015,BuffaloRochester
26/4/2015,29.08,204.73,organic,2015,BuffaloRochester
19/4/2015,38.27,156.12,organic,2015,BuffaloRochester
12/4/2015,30.13,145.17,organic,2015,BuffaloRochester
5/4/2015,16.21,131.49,organic,2015,BuffaloRochester
29/3/2015,13.88,128.39,organic,2015,BuffaloRochester
22/3/2015,0,147.63,organic,2015,BuffaloRochester
15/3/2015,4.64,130.35,organic,2015,BuffaloRochester
8/3/2015,9.28,94.74,organic,2015,BuffaloRochester
1/3/2015,17.44,126.08,organic,2015,BuffaloRochester
22/2/2015,32.64,92.08,organic,2015,BuffaloRochester
15/2/2015,12.86,123.93,organic,2015,BuffaloRochester
8/2/2015,24.6,115.96,organic,2015,BuffaloRochester
1/2/2015,18.78,102.35,organic,2015,BuffaloRochester
25/1/2015,16.46,90.53,organic,2015,BuffaloRochester
18/1/2015,91.85,137.49,organic,2015,BuffaloRochester
11/1/2015,0,143.51,organic,2015,BuffaloRochester
4/1/2015,0,59.82,organic,2015,BuffaloRochester
27/12/2015,14306.68,50893.97,organic,2015,California
20/12/2015,12746.47,48195.95,organic,2015,California
13/12/2015,13609.24,46518.56,organic,2015,California
6/12/2015,17839.96,47527.65,organic,2015,California
29/11/2015,13195.19,48229.29,organic,2015,California
22/11/2015,14803.41,51282.8,organic,2015,California
15/11/2015,16244.94,59089.47,organic,2015,California
8/11/2015,17074.6,62469.04,organic,2015,California
1/11/2015,20050.21,63408.14,organic,2015,California
25/10/2015,20902.94,66867.39,organic,2015,California
18/10/2015,15960.2,48820.15,organic,2015,California
11/10/2015,14400.49,48933.21,organic,2015,California
4/10/2015,18414.61,57015.39,organic,2015,California
27/9/2015,20639.23,50992.3,organic,2015,California
20/9/2015,28489.91,60941.41,organic,2015,California
13/9/2015,34760.74,54821.89,organic,2015,California
6/9/2015,23875.92,56393.97,organic,2015,California
30/8/2015,23449.1,55879.18,organic,2015,California
23/8/2015,30454.79,63850.97,organic,2015,California
16/8/2015,24630.76,52035.43,organic,2015,California
9/8/2015,23147.23,52640.84,organic,2015,California
2/8/2015,26067.67,54133.2,organic,2015,California
26/7/2015,31604.24,57990.08,organic,2015,California
19/7/2015,33422.15,59794.77,organic,2015,California
12/7/2015,45482.88,60702.07,organic,2015,California
5/7/2015,50367.92,74571.56,organic,2015,California
28/6/2015,46841.35,61727.62,organic,2015,California
21/6/2015,51294.9,55597.45,organic,2015,California
14/6/2015,51607.99,54937.64,organic,2015,California
7/6/2015,49301.79,52704.34,organic,2015,California
31/5/2015,52846.87,53628.31,organic,2015,California
24/5/2015,60597.97,63560.02,organic,2015,California
17/5/2015,65830.84,56261.16,organic,2015,California
10/5/2015,77103.7,70434.57,organic,2015,California
3/5/2015,54176.97,51542.88,organic,2015,California
26/4/2015,63539.73,51223.93,organic,2015,California
19/4/2015,55948.06,57078.01,organic,2015,California
12/4/2015,59861.05,49554.48,organic,2015,California
5/4/2015,57082.3,51295.72,organic,2015,California
29/3/2015,56829.47,44390.86,organic,2015,California
22/3/2015,64969.37,40012.49,organic,2015,California
15/3/2015,65441.32,21855.14,organic,2015,California
8/3/2015,75016.11,21619.82,organic,2015,California
1/3/2015,178033.64,59786.79,organic,2015,California
22/2/2015,102232.31,25715.73,organic,2015,California
15/2/2015,85444.97,21689.75,organic,2015,California
8/2/2015,94440.9,24587.9,organic,2015,California
1/2/2015,142332.45,41999.51,organic,2015,California
25/1/2015,80952.24,28216.13,organic,2015,California
18/1/2015,123138.29,58616.16,organic,2015,California
11/1/2015,123712.51,25975.27,organic,2015,California
4/1/2015,107490.73,25711.96,organic,2015,California
27/12/2015,389.52,1416.49,organic,2015,Charlotte
20/12/2015,326.79,1462.14,organic,2015,Charlotte
13/12/2015,321.35,1353.35,organic,2015,Charlotte
6/12/2015,162.31,1278.07,organic,2015,Charlotte
29/11/2015,142.69,1404.09,organic,2015,Charlotte
22/11/2015,234.13,1454.12,organic,2015,Charlotte
15/11/2015,244.63,1295.86,organic,2015,Charlotte
8/11/2015,332.85,1195.59,organic,2015,Charlotte
1/11/2015,317.46,1300.88,organic,2015,Charlotte
25/10/2015,342.3,1551.67,organic,2015,Charlotte
18/10/2015,336.37,1394,organic,2015,Charlotte
11/10/2015,253.41,1370.54,organic,2015,Charlotte
4/10/2015,337.52,1218.57,organic,2015,Charlotte
27/9/2015,291.76,1201.29,organic,2015,Charlotte
20/9/2015,307.22,1181.6,organic,2015,Charlotte
13/9/2015,327.06,1255.8,organic,2015,Charlotte
6/9/2015,250.27,1331.42,organic,2015,Charlotte
30/8/2015,274.43,1401.28,organic,2015,Charlotte
23/8/2015,272.26,1766.07,organic,2015,Charlotte
16/8/2015,150.98,1496.03,organic,2015,Charlotte
9/8/2015,374.39,2116.41,organic,2015,Charlotte
2/8/2015,358.91,1441.63,organic,2015,Charlotte
26/7/2015,228.17,1265.39,organic,2015,Charlotte
19/7/2015,199.61,1516.86,organic,2015,Charlotte
12/7/2015,287.98,1458.03,organic,2015,Charlotte
5/7/2015,278.99,1514.86,organic,2015,Charlotte
28/6/2015,414.23,1740.69,organic,2015,Charlotte
21/6/2015,336.07,1506.6,organic,2015,Charlotte
14/6/2015,325.75,1432.84,organic,2015,Charlotte
7/6/2015,278.55,1378.4,organic,2015,Charlotte
31/5/2015,335.32,1524.77,organic,2015,Charlotte
24/5/2015,405,1601.85,organic,2015,Charlotte
17/5/2015,476.58,4780.37,organic,2015,Charlotte
10/5/2015,465.84,1282.98,organic,2015,Charlotte
3/5/2015,265.21,1499.19,organic,2015,Charlotte
26/4/2015,295.75,1054.18,organic,2015,Charlotte
19/4/2015,234,1311.9,organic,2015,Charlotte
12/4/2015,255.73,1460.35,organic,2015,Charlotte
5/4/2015,303.66,1235.08,organic,2015,Charlotte
29/3/2015,267.8,1467.6,organic,2015,Charlotte
22/3/2015,329.84,1603.42,organic,2015,Charlotte
15/3/2015,205.39,1300.42,organic,2015,Charlotte
8/3/2015,215.98,1312.61,organic,2015,Charlotte
1/3/2015,189.99,1371.06,organic,2015,Charlotte
22/2/2015,198.13,1119.06,organic,2015,Charlotte
15/2/2015,219.08,1098.75,organic,2015,Charlotte
8/2/2015,188.23,1382.91,organic,2015,Charlotte
1/2/2015,210.49,1244.18,organic,2015,Charlotte
25/1/2015,347.67,956.65,organic,2015,Charlotte
18/1/2015,346.76,744.32,organic,2015,Charlotte
11/1/2015,155.92,969.82,organic,2015,Charlotte
4/1/2015,151.7,882.52,organic,2015,Charlotte
27/12/2015,1064.71,19320.66,organic,2015,Chicago
20/12/2015,730.65,21574.99,organic,2015,Chicago
13/12/2015,876.48,23109.9,organic,2015,Chicago
6/12/2015,819.66,26104.8,organic,2015,Chicago
29/11/2015,457.29,21677.7,organic,2015,Chicago
22/11/2015,716.68,23255.65,organic,2015,Chicago
15/11/2015,609.3,24890.06,organic,2015,Chicago
8/11/2015,643.23,24713.93,organic,2015,Chicago
1/11/2015,936.9,23373.58,organic,2015,Chicago
25/10/2015,1033.01,21495.92,organic,2015,Chicago
18/10/2015,1237.5,18374.81,organic,2015,Chicago
11/10/2015,933.6,18480.44,organic,2015,Chicago
4/10/2015,787.1,19394.87,organic,2015,Chicago
27/9/2015,1213.4,23051.69,organic,2015,Chicago
20/9/2015,1188.26,25203.64,organic,2015,Chicago
13/9/2015,985.56,26008.45,organic,2015,Chicago
6/9/2015,1283.81,26272.22,organic,2015,Chicago
30/8/2015,1065.92,29017.63,organic,2015,Chicago
23/8/2015,1517.15,29613.04,organic,2015,Chicago
16/8/2015,1142.46,27912.51,organic,2015,Chicago
9/8/2015,1173.62,26743.66,organic,2015,Chicago
2/8/2015,614.02,26526.91,organic,2015,Chicago
26/7/2015,401.96,25320.55,organic,2015,Chicago
19/7/2015,562.05,18741.42,organic,2015,Chicago
12/7/2015,253.02,18087.09,organic,2015,Chicago
5/7/2015,186.43,18998.53,organic,2015,Chicago
28/6/2015,576.78,18163.91,organic,2015,Chicago
21/6/2015,655.45,15171.04,organic,2015,Chicago
14/6/2015,502.87,17175.28,organic,2015,Chicago
7/6/2015,857.74,18325.17,organic,2015,Chicago
31/5/2015,599.1,17156.71,organic,2015,Chicago
24/5/2015,552.15,19632.59,organic,2015,Chicago
17/5/2015,201.46,24405.82,organic,2015,Chicago
10/5/2015,455.63,23858.81,organic,2015,Chicago
3/5/2015,672.05,26198.44,organic,2015,Chicago
26/4/2015,920.16,30398.61,organic,2015,Chicago
19/4/2015,614.18,25888.63,organic,2015,Chicago
12/4/2015,722.16,86707.64,organic,2015,Chicago
5/4/2015,112.46,20035.04,organic,2015,Chicago
29/3/2015,119.66,14605.4,organic,2015,Chicago
22/3/2015,436.1,15367.09,organic,2015,Chicago
15/3/2015,990.98,12767.2,organic,2015,Chicago
8/3/2015,818.74,13266.68,organic,2015,Chicago
1/3/2015,637.51,9823.85,organic,2015,Chicago
22/2/2015,511.72,8648.92,organic,2015,Chicago
15/2/2015,948.53,8233.79,organic,2015,Chicago
8/2/2015,1224.22,6971.06,organic,2015,Chicago
1/2/2015,1363.35,11835.47,organic,2015,Chicago
25/1/2015,711.63,9515.44,organic,2015,Chicago
18/1/2015,1154.81,10830.61,organic,2015,Chicago
11/1/2015,1426.75,10900.1,organic,2015,Chicago
4/1/2015,1189.35,15628.27,organic,2015,Chicago
27/12/2015,249.94,5919.28,organic,2015,CincinnatiDayton
20/12/2015,303.65,6449.34,organic,2015,CincinnatiDayton
13/12/2015,307.35,6153.05,organic,2015,CincinnatiDayton
6/12/2015,234.08,7004.43,organic,2015,CincinnatiDayton
29/11/2015,284.13,6272.44,organic,2015,CincinnatiDayton
22/11/2015,336.76,7558.29,organic,2015,CincinnatiDayton
15/11/2015,338.88,7249.58,organic,2015,CincinnatiDayton
8/11/2015,339.94,7705.72,organic,2015,CincinnatiDayton
1/11/2015,287.24,7556.8,organic,2015,CincinnatiDayton
25/10/2015,416.07,8846.71,organic,2015,CincinnatiDayton
18/10/2015,259.83,9299.99,organic,2015,CincinnatiDayton
11/10/2015,304.48,8500.97,organic,2015,CincinnatiDayton
4/10/2015,341.89,8519,organic,2015,CincinnatiDayton
27/9/2015,329.58,9461.16,organic,2015,CincinnatiDayton
20/9/2015,379.74,12416.63,organic,2015,CincinnatiDayton
13/9/2015,458.07,12290.62,organic,2015,CincinnatiDayton
6/9/2015,517.66,13286.9,organic,2015,CincinnatiDayton
30/8/2015,459.35,11740.46,organic,2015,CincinnatiDayton
23/8/2015,433.88,13036.74,organic,2015,CincinnatiDayton
16/8/2015,252.24,13919.8,organic,2015,CincinnatiDayton
9/8/2015,289.65,12902.16,organic,2015,CincinnatiDayton
2/8/2015,198.92,14035.28,organic,2015,CincinnatiDayton
26/7/2015,253.43,12357.79,organic,2015,CincinnatiDayton
19/7/2015,230.06,11663.77,organic,2015,CincinnatiDayton
12/7/2015,241.98,11177.28,organic,2015,CincinnatiDayton
5/7/2015,250.57,12154.91,organic,2015,CincinnatiDayton
28/6/2015,313.32,11312.15,organic,2015,CincinnatiDayton
21/6/2015,318.95,11779.34,organic,2015,CincinnatiDayton
14/6/2015,225.1,12225.64,organic,2015,CincinnatiDayton
7/6/2015,209.83,11403.27,organic,2015,CincinnatiDayton
31/5/2015,247.34,12167.6,organic,2015,CincinnatiDayton
24/5/2015,303.66,13023.85,organic,2015,CincinnatiDayton
17/5/2015,283.38,10504.29,organic,2015,CincinnatiDayton
10/5/2015,285.62,11539.26,organic,2015,CincinnatiDayton
3/5/2015,248.06,11260.77,organic,2015,CincinnatiDayton
26/4/2015,256.76,13336.25,organic,2015,CincinnatiDayton
19/4/2015,374.37,13907.82,organic,2015,CincinnatiDayton
12/4/2015,272.3,12556.25,organic,2015,CincinnatiDayton
5/4/2015,279.01,12842.34,organic,2015,CincinnatiDayton
29/3/2015,344.26,12693.87,organic,2015,CincinnatiDayton
22/3/2015,376.93,13270.16,organic,2015,CincinnatiDayton
15/3/2015,237.38,11231.53,organic,2015,CincinnatiDayton
8/3/2015,251.86,9304.08,organic,2015,CincinnatiDayton
1/3/2015,271.44,9758.15,organic,2015,CincinnatiDayton
22/2/2015,258.35,9998.18,organic,2015,CincinnatiDayton
15/2/2015,264.74,9452.15,organic,2015,CincinnatiDayton
8/2/2015,225.93,8949.13,organic,2015,CincinnatiDayton
1/2/2015,218.51,9140.29,organic,2015,CincinnatiDayton
25/1/2015,220.4,8150.22,organic,2015,CincinnatiDayton
18/1/2015,282.08,9374.23,organic,2015,CincinnatiDayton
11/1/2015,209.52,10352.17,organic,2015,CincinnatiDayton
4/1/2015,144.47,6921.75,organic,2015,CincinnatiDayton
27/12/2015,289.7,1781.31,organic,2015,Columbus
20/12/2015,242.01,1474.26,organic,2015,Columbus
13/12/2015,330.43,1469.69,organic,2015,Columbus
6/12/2015,469.17,2218.83,organic,2015,Columbus
29/11/2015,452.86,2326.79,organic,2015,Columbus
22/11/2015,522.57,2789.25,organic,2015,Columbus
15/11/2015,570,2671.18,organic,2015,Columbus
8/11/2015,443.1,2827.56,organic,2015,Columbus
1/11/2015,393.15,2899.9,organic,2015,Columbus
25/10/2015,577.08,2725.99,organic,2015,Columbus
18/10/2015,502.82,2726.7,organic,2015,Columbus
11/10/2015,463.25,2759.23,organic,2015,Columbus
4/10/2015,505.59,2497.62,organic,2015,Columbus
27/9/2015,486.97,1465.4,organic,2015,Columbus
20/9/2015,511.87,1610.65,organic,2015,Columbus
13/9/2015,639.76,2289.49,organic,2015,Columbus
6/9/2015,549.36,3387.7,organic,2015,Columbus
30/8/2015,773.57,2548.11,organic,2015,Columbus
23/8/2015,593.95,2740.64,organic,2015,Columbus
16/8/2015,378.55,2654.29,organic,2015,Columbus
9/8/2015,303.49,2218.55,organic,2015,Columbus
2/8/2015,337.96,1947.39,organic,2015,Columbus
26/7/2015,397.65,2337.28,organic,2015,Columbus
19/7/2015,432.54,2342.56,organic,2015,Columbus
12/7/2015,409.42,2453.22,organic,2015,Columbus
5/7/2015,536.02,4088.38,organic,2015,Columbus
28/6/2015,461.01,3362.89,organic,2015,Columbus
21/6/2015,493.67,3524.91,organic,2015,Columbus
14/6/2015,431.69,2970.35,organic,2015,Columbus
7/6/2015,322.05,2720.68,organic,2015,Columbus
31/5/2015,410.92,3627.94,organic,2015,Columbus
24/5/2015,463.76,3593,organic,2015,Columbus
17/5/2015,560.26,2085.96,organic,2015,Columbus
10/5/2015,967.36,17214.8,organic,2015,Columbus
3/5/2015,961.24,18774.04,organic,2015,Columbus
26/4/2015,408.44,3284.07,organic,2015,Columbus
19/4/2015,287.16,3203.91,organic,2015,Columbus
12/4/2015,383.43,3479.25,organic,2015,Columbus
5/4/2015,403.53,2859.4,organic,2015,Columbus
29/3/2015,369.21,2347.69,organic,2015,Columbus
22/3/2015,343.29,1775.29,organic,2015,Columbus
15/3/2015,406.97,2060.4,organic,2015,Columbus
8/3/2015,317.1,2943.26,organic,2015,Columbus
1/3/2015,397.22,2681.49,organic,2015,Columbus
22/2/2015,589.45,2581.64,organic,2015,Columbus
15/2/2015,374.59,2597.56,organic,2015,Columbus
8/2/2015,285.2,2071.17,organic,2015,Columbus
1/2/2015,432.24,2985.02,organic,2015,Columbus
25/1/2015,350.39,3650.73,organic,2015,Columbus
18/1/2015,279.22,2959.75,organic,2015,Columbus
11/1/2015,349.17,3226.58,organic,2015,Columbus
4/1/2015,358.05,2432.81,organic,2015,Columbus
27/12/2015,5921.12,421.38,organic,2015,DallasFtWorth
20/12/2015,5742.81,384.49,organic,2015,DallasFtWorth
13/12/2015,6036.65,389.17,organic,2015,DallasFtWorth
6/12/2015,5582.56,401.5,organic,2015,DallasFtWorth
29/11/2015,5706.47,278.7,organic,2015,DallasFtWorth
22/11/2015,6189.69,271.59,organic,2015,DallasFtWorth
15/11/2015,7099.89,416.6,organic,2015,DallasFtWorth
8/11/2015,6807.09,441.15,organic,2015,DallasFtWorth
1/11/2015,6449.72,268.05,organic,2015,DallasFtWorth
25/10/2015,7509.17,329.44,organic,2015,DallasFtWorth
18/10/2015,7657.06,253.39,organic,2015,DallasFtWorth
11/10/2015,6628.99,378.41,organic,2015,DallasFtWorth
4/10/2015,5675.04,446.65,organic,2015,DallasFtWorth
27/9/2015,8224.68,303.47,organic,2015,DallasFtWorth
20/9/2015,8023.81,240.17,organic,2015,DallasFtWorth
13/9/2015,7561.87,362.7,organic,2015,DallasFtWorth
6/9/2015,7399.01,347,organic,2015,DallasFtWorth
30/8/2015,9720.71,348.71,organic,2015,DallasFtWorth
23/8/2015,11090.91,565.77,organic,2015,DallasFtWorth
16/8/2015,8229.01,694.8,organic,2015,DallasFtWorth
9/8/2015,8961.35,999.37,organic,2015,DallasFtWorth
2/8/2015,10686.21,522.44,organic,2015,DallasFtWorth
26/7/2015,11536,337.16,organic,2015,DallasFtWorth
19/7/2015,10492.38,499.9,organic,2015,DallasFtWorth
12/7/2015,9757.92,444.54,organic,2015,DallasFtWorth
5/7/2015,10979.75,459.19,organic,2015,DallasFtWorth
28/6/2015,9252.18,434.28,organic,2015,DallasFtWorth
21/6/2015,7968.59,486.7,organic,2015,DallasFtWorth
14/6/2015,7806.7,512,organic,2015,DallasFtWorth
7/6/2015,6952.15,356.44,organic,2015,DallasFtWorth
31/5/2015,7376.1,398.95,organic,2015,DallasFtWorth
24/5/2015,10061.35,430.17,organic,2015,DallasFtWorth
17/5/2015,8380.26,445.77,organic,2015,DallasFtWorth
10/5/2015,7874.84,351.09,organic,2015,DallasFtWorth
3/5/2015,5350.74,207.93,organic,2015,DallasFtWorth
26/4/2015,7679.05,379.42,organic,2015,DallasFtWorth
19/4/2015,9552.71,525.47,organic,2015,DallasFtWorth
12/4/2015,8189.75,526.38,organic,2015,DallasFtWorth
5/4/2015,8239.86,486.87,organic,2015,DallasFtWorth
29/3/2015,6160.98,467.75,organic,2015,DallasFtWorth
22/3/2015,9505.21,765.04,organic,2015,DallasFtWorth
15/3/2015,7889.79,659.64,organic,2015,DallasFtWorth
8/3/2015,5946.47,498.15,organic,2015,DallasFtWorth
1/3/2015,9540.52,850.65,organic,2015,DallasFtWorth
22/2/2015,9117.48,851.3,organic,2015,DallasFtWorth
15/2/2015,7081.47,827.1,organic,2015,DallasFtWorth
8/2/2015,6135.93,826.06,organic,2015,DallasFtWorth
1/2/2015,6669.52,1653.73,organic,2015,DallasFtWorth
25/1/2015,7244.18,1390.2,organic,2015,DallasFtWorth
18/1/2015,7556.77,871.27,organic,2015,DallasFtWorth
11/1/2015,7136.34,1353.62,organic,2015,DallasFtWorth
4/1/2015,4634.7,1647.92,organic,2015,DallasFtWorth
27/12/2015,9299.54,2853.98,organic,2015,Denver
20/12/2015,9203.25,3262.41,organic,2015,Denver
13/12/2015,7419.99,3155.41,organic,2015,Denver
6/12/2015,3841.78,8059.68,organic,2015,Denver
29/11/2015,5178.73,11715.12,organic,2015,Denver
22/11/2015,6643.41,5729.32,organic,2015,Denver
15/11/2015,11293.76,3356.13,organic,2015,Denver
8/11/2015,37447.75,9325.92,organic,2015,Denver
1/11/2015,5850.87,6277.42,organic,2015,Denver
25/10/2015,1813.92,6320.58,organic,2015,Denver
18/10/2015,2156.55,5707.23,organic,2015,Denver
11/10/2015,2269.21,4720.12,organic,2015,Denver
4/10/2015,1368.83,5986.74,organic,2015,Denver
27/9/2015,5917.8,5527.24,organic,2015,Denver
